file,vp,frame_num,face_id,total_detected_faces,x_min,y_min,x_max,y_max,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,yaw,pitch,roll,label
0927_G08_French_cut,3,0.0,2.0,10.0,969.85,726.67,1068.02,850.82,978.69,771.03,1015.1,780.88,979.02,801.68,979.53,818.6,1007.49,825.21,41.74114990234375,-11.321670532226562,0.095947265625,0.0
0927_G08_French_cut,3,1.0,2.0,10.0,969.84,726.66,1067.94,850.84,978.73,771.07,1015.21,780.96,979.17,801.79,979.53,818.53,1007.64,825.17,41.661041259765625,-12.202651977539062,-0.37978363037109375,0.0
0927_G08_French_cut,3,2.0,1.0,10.0,969.85,727.06,1067.86,850.9,978.68,771.14,1015.04,780.99,978.95,801.72,979.49,818.94,1007.14,825.55,41.75578308105469,-12.617347717285154,-0.5962677001953125,0.0
0927_G08_French_cut,3,3.0,2.0,10.0,969.95,727.29,1067.64,850.81,978.87,771.32,1015.19,781.01,979.31,801.77,979.68,818.93,1007.34,825.43,41.921630859375,-12.734535217285154,-0.87420654296875,0.0
0927_G08_French_cut,3,4.0,2.0,10.0,969.99,727.61,1067.47,850.86,978.86,771.18,1015.09,780.9,979.14,801.62,979.59,819.09,1006.98,825.6,41.93038940429688,-12.727577209472654,-0.7146759033203125,0.0
0927_G08_French_cut,3,5.0,1.0,10.0,970.12,728.26,1067.24,851.06,978.95,771.68,1014.7,781.18,979.1,801.89,979.96,819.31,1007.06,825.64,41.708404541015625,-11.932785034179688,0.5436248779296875,0.0
0927_G08_French_cut,3,6.0,3.0,10.0,969.77,728.22,1067.38,851.16,978.7,771.64,1014.81,781.19,979.06,802.04,979.64,819.32,1007.1,825.7,41.719970703125,-12.746818542480467,-0.3179168701171875,0.0
0927_G08_French_cut,3,7.0,2.0,10.0,969.84,728.4,1067.3,851.17,978.6,771.98,1014.62,781.35,979.04,802.24,979.81,819.48,1007.26,825.72,41.763580322265625,-12.895133972167967,-0.4602127075195313,0.0
0927_G08_French_cut,3,8.0,2.0,10.0,969.96,728.73,1067.24,851.26,978.68,772.07,1014.58,781.3,979.09,802.2,979.95,819.62,1007.24,825.76,41.86325073242188,-12.83415985107422,-0.4581756591796875,0.0
0927_G08_French_cut,3,9.0,2.0,10.0,969.96,728.69,1067.26,851.27,978.71,772.0,1014.59,781.26,979.06,802.13,979.9,819.63,1007.13,825.79,41.91940307617188,-12.855545043945312,-0.4616546630859375,0.0
0927_G08_French_cut,3,10.0,1.0,10.0,969.94,728.86,1067.23,851.26,978.73,771.99,1014.61,781.28,979.05,802.1,979.84,819.61,1007.06,825.79,41.92170715332031,-12.911514282226562,-0.491943359375,0.0
0927_G08_French_cut,3,11.0,2.0,10.0,970.01,728.68,1067.23,851.21,978.75,772.03,1014.63,781.33,979.11,802.15,979.93,819.57,1007.19,825.75,41.7772216796875,-12.265457153320312,0.303192138671875,0.0
0927_G08_French_cut,3,12.0,2.0,10.0,969.94,728.77,1067.28,851.26,978.74,772.03,1014.67,781.32,979.13,802.18,979.88,819.56,1007.23,825.74,41.92529296875,-12.789459228515625,-0.5127639770507812,0.0
